,Business Name,Funded
8438,Hatfield Ice World Inc,609134.0
4168,"SunEdison Residential Services, LLC",608904.0
4018,Millipore Corporation,608447.0
4174,"SunPower SolarProgram I, LLC",608348.0
2992,"Hawaii Foodservice Alliance, LLC",608206.0
1252,"Quattro Del Norte, LLC",607589.0
7002,Cactus Garden Solar LLC,607340.0
3058,MKCPV,606937.0
5650,"Carl Stahl Sava Ind., Inc.",606734.0
583,"Annabelle Candy Co., Inc.",605375.0
3125,"Sunfire Solar, LLC",605252.0
3450,"Financial District Properties KP, LLC",604336.0
7364,HI TECH Pharmacal Company,603688.0
6415,Pine Street Commons,603067.0
2113,"SHDP MAC, LLC",601504.0
2290,"Mound Solar Master Tenant V, LLC",601010.0
2156,"SunRun Solar Tenant II, LLC",600996.0
6356,"One Cory Solar, LLC",600627.0
6434,"Port Murray Renewable Energy, L.L.C.",600045.0
8257,Betty Inc,600000.0
3891,"GLC-(MA) Mashpee, LLC",599642.0
971,"Innovative Oil and Gas Development and Trading Co., Inc.",599342.0
4142,"Solar MA Project Management LLC, Series V",599030.0
5579,Bernice Solar Energy LLC,598932.0
6404,"Pfister Energy PPA II, LLC",598676.0
884,"GLT Comm1 Solar, LLC",596078.0
970,Inland Builders Supply Inc.,594576.0
8997,Martex Corporation,594218.0
6427,"Plast-O-Matic Valves, Inc.",594152.0
519,2ndSource.net Corporation DBA Technology Credit Inc.,594148.0
9619,"Gervais Family Farm, Inc",592728.0
3881,"FRIT Solar, Inc",592344.0
1222,"Peter Suh Solar, LLC",592082.0
6991,Joan E. Weinreich,589320.0
6770,Thumann Inc.,589195.0
5432,61-89 Avenue K Associates LLC,588961.0
6238,"Merlin Industries, Inc",587190.0
7819,Light Rays Energy LLC,587009.0
5508,"American Foods Export Service, inc",586985.0
6269,"Moreng Metal Products, Inc",586771.0
302,Solar Capital Finance LLC,586729.0
4141,"Solar MA Project Management LLC, Series III",586106.0
7901,Sunlight Power LLC,585600.0
5140,"Argand Rooftop 1, LLC",584410.0
1589,Wecs Rep Inc,584190.0
6823,"USB SolarCity Master Tenant IV, LLC",583476.0
7974,RES - Ag Oak Lea LLC,583236.0
133,Eloy ESD Solar Holdings LLC,582852.0
6667,SRSB,582776.0
5258,"Sunsense Inman Lessee, LLC",582038.0
1862,"Denver Corporate Center I, LLC",581368.0
5257,"Sunsense Fletcher Lessee, LLC",581246.0
6732,"Syncarpha GCU, LLC",580055.0
5256,"Sunsense Clayton Lessee, LLC",578952.0
1273,RE Dillard 4 LLC,578880.0
5505,"American 520 Secaucus, LLC",578855.0
872,"GLC-(CA) Helix, LLC",578492.0
9587,"New Day Farms, Inc.",577630.0
1560,"Valley Fine Foods Company, Inc.",577307.0
5193,"Lee Street Solar Lessee, LLC",576840.0
5230,"Pippin Solar Lessee, LLC",576840.0
232,MRIT Green Leasing,575988.0
8681,"Quarryville Power Partners, LLC",575587.0
5895,"Francis Markets, LTD",575443.0
3834,"D. W. Clark, Inc.",575062.0
7558,Sims Municipal Recycling of New York LLC,574712.0
3108,SMPV LLC,573950.0
6153,Larchmont Farms Inc,573923.0
4444,The Bernstein Companies,572316.0
3957,Kearsarge Chicopee LLC,569988.0
4277,MRW Business Trust,569734.0
6032,"Indoor Sports Pavilion Energy, LLC",568920.0
3876,"Forrestall Enterprises, Inc.",568853.0
3703,17 Shepard Solar LLC,567870.0
6618,"Soar Energy Partners, LLC",567000.0
255,Perfect Power Solar Inc,566224.0
5871,Fimbel Door Corporation,564821.0
7912,"Tipping Point Energy COC PPA SPE-1, LLC",564780.0
8275,"Brown's Solar, LLC",564693.0
8281,Buffalo Valley Farms,563760.0
4077,"Precise Packaging, Inc.",563010.0
6213,"Master Cutlery, Inc.",562776.0
1519,"Tioga Solar Wildwood, LLC",562663.0
83,"BrightGrid Solar, Inc.",562254.0
837,First Class Vending,562218.0
251,"Ore Master Tenant I, LLC",559193.0
5730,CRP Industries,559137.0
6711,"SunLight General Teterboro 109, LLC",558469.0
1060,"Manteca Sun Harvest Partners, LLC",557969.0
7512,"RaboSolar I, LLC",557943.0
7056,"Swiss Valley Farms, LLC",556895.0
840,Flamemaster Corp,556825.0
8978,Ultra-Poly Corporation,556707.0
238,Nestle Purina Petcare Company,555454.0
2299,"Sequoia Pacific Solar I, LLC",555411.0
3710,35 Lyman LLC,555100.0
6629,Solar Realty LLC,555000.0
3762,"Barrett Distribution Centers, Inc",554785.0
1541,"Twin Peaks Winery, Inc.",553716.0
7882,"Solar Advocate Development - 31, LLC",553468.0
1465,SunPower Corporation,552379.0
9615,"Audet's Cow Power, LLC",550931.0
4903,Woodstock Municipal Wind LLC,550359.0
6567,Seeman Brothers,548461.0
9441,"USB SolarCity Master Tenant IV, LLC",548093.0
9696,WR-TGC Solar Generation XIX LLC,546898.0
9697,WR-TGC Solar Generation XVIII LLX,546898.0
9698,WR-TGC Solar Generation XX LLC,546898.0
7999,3C Solar LLC,544808.0
558,"All Fortune Group, LLC",544179.0
5781,"Dover Associates, L.L.C.",542884.0
9616,Chaput Family Farms Partnership,542269.0
8172,"Hard Earned Acres, Inc.",541637.0
568,Alvarado Street Bakery,541500.0
8246,BASD Freedom Solar 1 LLC,541419.0
6055,J.Supor & Son Trucking & Rigging Co.Inc.,540900.0
3722,"Abbot Mill Energy, LLC",540682.0
5623,Brunswick Three Solar LLC,540540.0
2970,"FCSR FIT 2, LLC",540131.0
5789,"Dyn Boys Land, LLC",540050.0
6999,"BriteLease, LLC",539585.0
5960,Green Pea Energy LLC,539220.0
6888,"World Class Solar, LLC",539163.0
514,2000 Gold Limited Partnership,537946.0
5263,The Rock Solar Energy Plant LLC,536939.0
4198,"Three River Solar, LLC",536683.0
2633,"Mound Solar Master Tenant V, LLC",536487.0
6745,Technology Credit Corporation,536486.0
2800,American Peanut Growers Group,536292.0
5574,"Ben-Hur, LLC",534342.0
5879,Florham One Solar LLC,533426.0
3062,"MP2 Hawaii Solar I, LLC",533192.0
4518,"Scenic View Dairy, L.L.C.",532422.0
7641,Victory Food Services,532162.0
3529,LaPorte Solar LLC,531687.0
2935,"Ba-Le, Inc.",531608.0
8773,"SunPower Residential I, LLC",530468.0
6220,"MCC PE, LLC",529964.0
1451,Sun Manager LLC,529902.0
3990,"Mass PV Freetown II, LLC (B 8)",526628.0
9265,Southern Champion Tray Lp,526134.0
4180,"SunRun Solar Tenant III, LLC",525936.0
6013,Horizon Solar Systems LLC,525199.0
6164,Leknarf Assoc LLC,525000.0
3709,"31 Water Solar, LLC",524628.0
9131,"Dee Cee Labs, Inc.",524304.0
6283,"Nassau Racquet & Tennis Club, Inc",524099.0
6196,Macro Vegetarian,523222.0
1049,"Lum Yip Kee, Ltd & Subsidiaries",523213.0
7053,"Lamb Farms, Inc.",520831.0
1253,"Quattro Marketing, L.P.",520565.0
1544,Umpqua Bank Leasing,519532.0
4193,Technology Credit Corporation,519331.0
1175,Ohanneson Enterprises,518757.0
660,Broadstreet Energy Corp,518656.0
6891,WRDH Mt Laurel LLC,517523.0
3671,Pine Island Farm,517307.0
2004,"Mound Solar Master Tenant V, LLC",516652.0
3993,"Mass PV Freetown II, LLC (CA G-11)",515409.0
3989,"Mass PV Freetown II, LLC (B 7)",515409.0
3991,"Mass PV Freetown II, LLC (B 9)",515409.0
6091,JVG Properties LLC,515355.0
8245,BASD Farmersville Solar LLC,514793.0
6747,"Tequesta Properties, Inc.",514621.0
9793,Green Valley Dairy LLC,513687.0
1583,Walter Jayasinghe MD doing business as Metro Medical Mall,513382.0
5904,Fromkin Standard LLC,512430.0
3992,"Mass PV Freetown II, LLC (CA G-1)",511990.0
3994,"Mass PV Freetown II, LLC (CA G-13)",511990.0
9622,Michael Benjamin d/b/a Riverview Farm,511624.0
8611,Misco Products Corporation,511556.0
6748,Teterboro Auto Solar LLC,511200.0
9679,"Sudbury Ervin GMC Solar, LLC",510807.0
9674,"Novus Barre Town Solar, LLC",510807.0
9689,"Village of Waterbury Solar I, LLC",510807.0
8720,Sandusky Lee Corporation,510541.0
1672,Renewable Technology Developments Inc,510362.0
317,"SPP DG DevCo 4a, LLC",509702.0
3668,"Cersosimo Lumber Co., Inc",509676.0
1294,"Ready Roast Nut Company, LLC",508883.0
5554,"Banc of America Leasing & Capital, LLC",508636.0
7916,"Uncle Bob's Management, LLC",508382.0
8990,"Able Sales Solar 1, LLC",508231.0
3988,"Mass PV Freetown II, LLC (B 11)",506906.0
1292,RE Vallejo LLC,504332.0
2601,"Lamar Central Outdoor, LLC",503716.0
1243,"Pristine Sun Fund 6, LLC",503537.0
1561,Valley View Ranches,502809.0
4247,"WFDSolar1, LLC",501468.0
7818,"KSU Field House 1, LLC",501304.0
8458,"Heyco Metals, Inc.",498699.0
878,"GLC-(CA) Vista, LLC",498338.0
6039,"International Sports Centre of Mt Laurel, LLC",497950.0
671,"California Energy Enterprise, LLC",497902.0
6026,"IBS Enterprises, LLC",497608.0
7753,Athens Solar Project #1 LLC,497536.0
5446,"9 Main Street, LLC",497250.0
6183,Longo Electrical Mechanical Inc,495720.0
6398,"Pennwell Holdings, LLC",495300.0
5540,"Atlas Solar Holdings, LLC",495236.0
5456,"Abaline Paper Products, Inc.",495000.0
6934,New Mexico Self Storage LTD CO,494437.0
3707,"29 Freight House Solar, LLC",494247.0
8391,Foxchase Properties,494197.0
724,"Coherent, Inc.",492953.0
3617,Cleco Power LLC,492507.0
8618,"Mount Joy Solar Power, LLC",492366.0
3476,The Libman Company,492280.0
235,"MySolar II, LLC",492063.0
7572,Somers Baldwin LLC,491879.0
3995,"Mass PV Freetown II, LLC (CA G-3)",491304.0
3996,"Mass PV Freetown II, LLC (CA G-4)",491304.0
7938,"Conneaut Schools Wind, LLC",490964.0
1673,"SkyTrough Demonstration Project, LLC",490741.0
30,"Solar & Renewables Management, LLC",490314.0
5404,2605 Shor Road LLC,489366.0
427,Paramount Pictures Corporation,488232.0
7870,"Solar Advocate Development - 19, LLC",487902.0
9036,Somerset Leasing Corp IV,487896.0
288,SCA Solar LLC,485575.0
5691,"Commercial Interiors Direct, Inc.",485420.0
8749,"Solar Innovations, Inc.",484919.0
7919,Washington Court House Solar Project #1,484046.0
4080,"PV Home PPA1, LLC",483564.0
5503,Amberjack Solar PPA - Corrados LLC,482395.0
6431,Pollitt Two,480762.0
7874,"Solar Advocate Development - 23, LLC",480592.0
9537,"Dairy Energy, Inc.",480459.0
3781,"Brewster Community Solar Garden, LLC",480000.0
3947,JBM Family Ltd Partnership,480000.0
8106,"SunE GIL Holdings, LLC",479836.0
370,"Vestar DRM-OPCO, LLC",479714.0
7046,Toshiba International Corporation,479294.0
1654,"GlassPoint Solar, Inc.",478874.0
9624,Sandra Gebbie dba Maplehurst Farms,477221.0
1030,Lee Copeland,477188.0
7594,Suntribe,476481.0
2978,FUJIFILM Holdings America Corporation,476348.0
644,"BLT Enterprises of Fremont, LLC",475201.0
3775,Blue Sky Solar - Fairhaven,474728.0
6443,"Prince of Peace Enterprises, Inc",474166.0
3101,"RSMKC, LLC.",473478.0
7888,"Solar Advocate Development - 37, LLC",472716.0
1436,"States Logistics Services, Inc.",471803.0
7072,Myrtle Owner LLC,470457.0
4791,FreEner-gLLC,470118.0
6009,Hollywood Avenue Solar LLC,469442.0
8810,Vanguard ID Systems,468884.0
5255,"Sunenergy1 Asheville, LLC",468737.0
2047,"PV Home PPA1, LLC",467947.0
1459,"SunEdison Residential Services, LLC",465886.0
8654,Peifer Brothers,465826.0
106,"Continental Energy, LLC",465564.0
6730,"Swepco Tube, LLC",465352.0
340,"SunWest Solar Systems, LLC",465098.0
3925,"Here Comes the Sun, LLC",465005.0
1620,Xavier Power Partners LLC,464998.0
9358,Brandon Oaks Apts-Brett Heron,464869.0
7872,"Solar Advocate Development - 21, LLC",464841.0
7885,"Solar Advocate Development - 34, LLC",464841.0
1989,"MDS Solar, LLC",464823.0
2857,JLWA LLC,463955.0
5993,Hertz Corporation,463772.0
6078,"JMJ Solar, LLC",463716.0
2512,"CF Gainesville Owner One, LLC & Green Energy Development 6th Street, LLC",462549.0
482,San Gabriel Valley Water Company,462467.0
1650,Everyday Communications Corp. dba Everyday Energy,462048.0
6658,SR Hackensack Solar LLC,461538.0
7627,Troutman Solar LLC,460934.0
4218,"Uxbridge MA 3, LLC",460890.0
1961,"Key Government Finance, Inc.",460329.0
2953,"CP II Kukui Gardens Solar, LLC",460280.0
383,White Knight ACC,460192.0
3956,"KB Solar, LLC",460112.0
5672,Chestnut Ridge Road Solar I LLC,459977.0
722,"Clydesdale SC Solar I, LLC",459534.0
2305,"Solar Energy Leasing, LLC (CEG)",458517.0
3049,Maui Banyan Solar LLC,458447.0
8214,"Adelphi Kitchens, Inc.",458445.0
5915,"Garden State Solar Holding, LLC",458430.0
2127,"Solar Systems, LLC.",457431.0
5580,"Best Foods NJ, Inc.",457365.0
7889,"Solar Advocate Development - 43,LLC",456965.0
5696,"Comresin, LLC",456806.0
5465,"ACS Solar I, LLC",456586.0
6292,"Nautilus Solar Medford Lakes, LLC",456354.0
1494,"T S K Properties, Inc.",456300.0
680,Carriere and Sons Patnership,455738.0
2883,"Pippin Renewables, LLC",455470.0
2564,"Green Energy Development Archer II, LLC",453271.0
5599,"Bonanno Real Estate Group II, LP",453245.0
5553,Ballamor Golf Holdings Corporation,452845.0
326,Summit Casa Carranza LLC,452546.0
2563,Green Energy Development 67th Place LLC,452360.0
2849,Hewlett Packard,452242.0
1086,Medtronic Inc.,451964.0
1062,"Manzana Products Co., Inc.",451856.0
7646,"Wangderm Enterprises, LLC",451650.0
965,Industrial Power Services LLC,451267.0
2962,Duke Pontin,450182.0
2834,"Georgia Renewable Properties, LLC",450086.0
7860,"Sol Muse Holdings 1, LLC",450000.0
5561,Bayonne One Solar LLC,449955.0
2804,"Blairsville Solar, LLC",449660.0
2835,"Georgia Renewables, LLC",449649.0
9225,"Oak Ridge Solar Park, LLC",448032.0
9960,Senior Living Strategies LLC,447900.0
8089,"SC Lease Co, LLC",447522.0
234,MySolar I LLC,446933.0
1724,"FPL Energy Cabazon Wind, LLC",445946.0
767,Diamond Wipes International Inc.,445842.0
1901,GC Solar1 LLC,445068.0
8655,"Peirce Welding & Fabricating, Inc.",445056.0
2283,"Kiowa Energy 23, LLC",444722.0
7762,Bright Energy Supply,444600.0
2416,MP2-DLL Solar Trust,441638.0
6208,Marlow Park LLC,439982.0
1050,Lyall Enterprises Inc,439121.0
4138,Solar Hill Renewable Energy Systems LLC,438580.0
1750,Wagon Wheel Associates,438239.0
4186,Sylvan Nursery,437806.0
1985,"Martifer Aurora Solar, LLC.",437139.0
7908,"SVP2, LLC",437048.0
6381,Paramus Surgery Solar LLC,436695.0
5996,"HFD Solar, LLC",436612.0
6663,SR West Milford Solar LLC,436590.0
1374,"SH2 Solar, LLC",436552.0
2914,"Alexander and Baldwin, Inc.",436346.0
1564,"Varsity Produce Sales, Inc.",435683.0
1326,Ronald Martella,433869.0
7907,"SVP1, LLC",433148.0
9625,Westminster Energy Group,432900.0
5397,"200 Varga Solar, LLC",432577.0
5445,9 Elkins Solar LLC,432479.0
5699,Concord Estates of Passaic LLC,432183.0
3016,"Kapaa III, LLC",432180.0
1193,"Pacific Alloy Casting Co., Inc.",432144.0
3144,Ulumalu Energy LLC,432096.0
8485,J.B. Hostetters,432054.0
9939,"Orion Energy Systems, Inc.",431484.0
5952,GRE 202 WM LLC,431083.0
907,Greif Packaging LLC,430748.0
2903,"Wiregrass Solar, LLC",429963.0
3737,Alnasco,429942.0
2965,"Edward Enterprises, Inc.",429874.0
6662,SR Ramsey Solar LLC,429315.0
1513,The Solaria Corporation,428878.0
6987,Dailey Ranch,428640.0
2842,H & H Farms,428580.0
7306,"Edge Design & Consulting, Inc.",428209.0
545,Adverb Properties LLC.,427761.0
8176,Reinford - Frymoyer Farm LLC,427059.0
2955,David Kaoru Arita,426764.0
6179,"Lock Up Rooftop, LLC",426674.0
8049,InSpec Group LLC,425486.0
6145,Lakewood Nine Solar LLC,424710.0
6633,SolarSense NJ I LLC,424237.0
7319,"FC Energy Services Company, LLC",423753.0
8244,BASD East Hills Solar LLC,423394.0
5467,Ad Energy Fund 1 LLC,423190.0
8993,"Carolina Shopping Court, Inc.",423000.0
5897,Franklin Realty Group LLC,422831.0
3086,Princeville Solar Inc,422263.0
1330,Roy A Johnson Farms Inc,421621.0
6627,"Solar Man, LLC",421450.0
8807,Universal Athletic Club,421440.0
5210,"Mims Distributing Company, Inc.",420968.0
6526,S&G Solar Inc.,420724.0
6856,"Wayne Tile Co., Inc.",420551.0
3939,"Hyannis Air Service, Inc",420234.0
9508,"Promenade Urban Towns, LC",420170.0
4244,"Westminster Solar, LLC",419827.0
5805,Echo Molding Inc,419378.0
7019,"Mound Solar Master Tenant V, LLC",418248.0
6259,MN Solar Leasing LLC,417991.0
470,California Power Partners Inc,417857.0
6472,Ramada Inn,417825.0
6307,New Shrewsbury Racquet Club Real Estate,417390.0
8777,"SunRun OBS Owner I, LLC",417008.0
9605,D.O. Bornn Solar LLC,416895.0
4172,"Sungevity USB Residential Lessee 2011, LLC",416884.0
5463,ACFD Development LLC,415761.0
5506,American Aluminum Company,415578.0
5131,"ABCZ Solar, LLC",415500.0
638,"Best Cheer Stone, Inc.",414851.0
2579,"JA Solar, LLC",414826.0
2308,"SPP Fund III Master Tenant, LLC",414000.0
5031,"Southern Solar Systems, Inc.",413470.0
856,FUSE Fund I LLC,412766.0
5151,Carolina Tractor & Equipment Company,412500.0
566,Alternative Energy Financing LLC,412444.0
6620,"Solar Energy Leasing, LLC",411989.0
5771,Diversified Imports,410961.0
5615,Brielle Genesis LLC,410788.0
6206,Mark Napier,410265.0
1329,"Rosamond Solar, LLC",410206.0
9802,Volm Farms,409918.0
6501,RMI Financial LLC,409347.0
5409,333 Rt 46 Solar NG LLC,409091.0
3461,"Lexington Farms, LP",408211.0
3889,"GLC-(MA) BBN, LLC",408203.0
9021,"Toray Plastics (America), Inc.",408065.0
3815,"Clarksburg Solar, LLC",407585.0
659,"BriteLease, LLC",406764.0
6038,"International Sports Center of Cherry Hill, LLC",406194.0
6069,Jersey City Buy-Rite LLC,405797.0
5439,701 Penhorn Avenue Associates Inc.,405708.0
389,Zimmerman Dairy LLC,405163.0
5477,"Albon Holdings, Inc.",405000.0
7462,MySolar VII LLC,404917.0
3945,James Street Solar,404376.0
5139,"Arden Solar, LLC",404352.0
9310,"RKR Ranch, LLC",404226.0
561,Allied Electronic Recovery Inc,404100.0
3923,"Harvard Solar Garden Project I, LLC",403581.0
5753,"Delta Self Storage, LLC",402944.0
1823,"CEC Solar 1024, LLC",402605.0
5954,GRE 204 WM LLC,402433.0
2140,"SSA Solar of CO, LLC",402341.0
3979,"Luke's Liquors, Inc.",402298.0
3030,Kona Brewing Company,402276.0
932,Hertz Corporation,402089.0
6326,"Norkus Enterprises, Inc.",402034.0
5985,"Hausmann Industries, Inc.",402000.0
5114,Coca-Cola Bottling Co. Consolidated,402000.0
3340,Wind Vision LLC,401621.0
5493,"Alliance Solar Capital 3, LLC",400988.0
8439,Hatfield Realty Trust,400890.0
1912,Greeley Solar 1 LLC,400753.0
4285,"Alliance Material Handling, Inc.",398250.0
9857,"CEC Solar 1034, LLC",398048.0
4001,Mattapoisett Solarpower Inc,397348.0
702,Charles D. Fields DBA C & G Farms,397335.0
7934,"Ada Wind, LLC",397181.0
9556,"Cooke Solar, LLC",397031.0
5549,"B&B Produce, Inc.",396696.0
7329,"FRIT Solar, Inc",396629.0
2292,"North Haven Health & Racquet, LLC",396108.0
910,H A Rider & Sons,395260.0
918,Hayes & Lucas Ent. Inc.,395010.0
3615,"ABO Ventures, Inc",394891.0
5484,"All Green and Lean, LLC",394860.0
853,Fresno Fashion Sales Corporation,394559.0
8017,Crook County Solar 1 LLC,394542.0
4191,"TD Bank, NA",394524.0
8096,Solwatt LLC,394243.0
6180,"Lodi Markets Solar, LLC",393711.0
1449,"Sun and Sand Enterproses, LLC",393300.0
1402,"SNS EH-SV, LLC",393274.0
832,Felix Chac Chuo Farm Inc,393195.0
7909,"T.Z. Solar, Inc.",392694.0
2114,"SHDP UCB I, LLC",392323.0
8413,"Gravers Company Building, LLP",392279.0
6955,Sunrise NM Lathrop,392188.0
7427,Linear Lighting Corporation,391949.0
3639,Renew Country of Louisiana Three Corp,391638.0
7746,"Allure Residential & Commercial, Inc",391466.0
7868,"Solar Advocate Development - 17, LLC",391337.0
4016,Miller Holdings LLC,391160.0
8400,"General Machine Products Co., Inc.",390840.0
3522,"Cornett Properties, LLC",390600.0
2319,Technology Credit Corporation,390282.0
7865,"Solar Advocate Development - 12, LLC",390199.0
6254,Missing Link LLC,390000.0
3836,Darn It! Inc,389783.0
6372,P&R Fasteners Inc,389473.0
3640,Renew Country of Louisiana Two Corp,389129.0
5961,Green Street Energy LLC,389020.0
4255,Winn Solar II LLC,388772.0
2328,WR-TGC Solar Generation XI LLC,388246.0
1070,"Marinos Ventures, LLC",387481.0
5661,"Centenary Solar, LLC",386930.0
5426,"532 Holding CO.,LLC",386753.0
1044,lotus Clean Energy,386623.0
6555,"Scotland Run Golf Club, Inc.",386100.0
8198,NRG Energy Center Eagles LLC,386088.0
5926,"George Harms Construction Co., Inc.",385831.0
7542,"SC Lease Co, LLC",385680.0
6450,"Princeton Power Systems, Inc.",385646.0
3127,"SunPower SolarProgram I, LLC",385606.0
2928,APB Fit One LLC,385280.0
7600,"TD Bank, NA",384851.0
6178,"LJR Properties, Inc",384825.0
7859,"SoCore Solar 7, LLC",384431.0
5365,"Sprint Communications Company, L.P.",384240.0
7892,"Solar Advocate Development - 8, LLC",384063.0
8388,Fishers Tudor House,383786.0
1115,Morgan Johnson,383146.0
6583,Senior Horizons at Clifton LLC,383128.0
803,"Energy Enterprise, LLC",383065.0
2679,"STM Solar, LLC",382736.0
8783,Susquehanna Trail Solar Limited Partnership,382670.0
3082,Pentecost Hawaiii LLC,382459.0
336,"SunRun Solar Tenant I, LLC",382005.0
3154,W&W Developers,381884.0
786,"Earth, Wind and Solar, Inc.",381342.0
6769,Thomson Lamination Co,381119.0
8136,Yoshida Family Limited Partnership,380503.0
6920,"BrownCastle Ranch, Inc.",380477.0
5515,"Andersen Interior Contracting, Inc.",380319.0
3950,JEM Electronincs Inc.,379608.0
5877,"Flanders-Ironia, LLC",379279.0
6343,NRG Solar Tabernacle LLC,379100.0
3675,Simonds Industries Inc,378436.0
5743,Davanne Realty Co.,377981.0
8454,Hershey Farms,377823.0
1118,"Morrison I, LP",377748.0
6813,United Express Solar LLC,377736.0
3759,Bancroft Solar PV LLC,377400.0
6128,KMT Solar LLC,377395.0
5110,Julian Nathaniel Barham DBA Barham Farms Anaerobic Digestion,377242.0
29,"CSE Operating I, LLC",376520.0
6830,Versa Products Co Inc,375311.0
8262,Black River Farms Inc.,375264.0
6774,"Tingue, Brown & Co.",375226.0
805,Enfinity CentralVal 4 CUSD LLC,375170.0
4143,"Solar WAE Yarmouth-Dennis MA, LLC",375000.0
9510,"Red Rock Canyon School, LLC",374992.0
6167,Levy & Levy,374863.0
6240,Metuchen Solar Group,374400.0
6339,NRG Energy Center Princeton LLC,374284.0
