,technology,plant_state,operating_year,nameplate_cap
1861,Conventional Steam Coal,WI,1961,299.2
1862,Conventional Steam Coal,WI,1964,17.0
1863,Conventional Steam Coal,WI,1965,317.6
1864,Conventional Steam Coal,WI,1967,336.0
1865,Conventional Steam Coal,WI,1969,345.6
1866,Conventional Steam Coal,WI,1975,556.0
1867,Conventional Steam Coal,WI,1978,556.0
1868,Conventional Steam Coal,WI,1979,387.0
1869,Conventional Steam Coal,WI,1981,350.5
1870,Conventional Steam Coal,WI,1985,413.7
1871,Conventional Steam Coal,WI,1987,21.5
1872,Conventional Steam Coal,WI,2008,595.0
1873,Conventional Steam Coal,WI,2010,701.3
1874,Conventional Steam Coal,WI,2011,701.3
1875,Conventional Steam Coal,WV,1965,570.2
1876,Conventional Steam Coal,WV,1966,570.2
1877,Conventional Steam Coal,WV,1967,576.0
1878,Conventional Steam Coal,WV,1968,576.0
1879,Conventional Steam Coal,WV,1971,2448.8999999999996
1880,Conventional Steam Coal,WV,1972,1500.3
1881,Conventional Steam Coal,WV,1973,2506.0
1882,Conventional Steam Coal,WV,1974,684.0
1883,Conventional Steam Coal,WV,1979,684.0
1884,Conventional Steam Coal,WV,1980,1984.0
1885,Conventional Steam Coal,WV,1991,68.9
1886,Conventional Steam Coal,WV,1992,95.7
1887,Conventional Steam Coal,WV,2011,807.5
1888,Conventional Steam Coal,WY,1953,7.0
1889,Conventional Steam Coal,WY,1959,133.6
1890,Conventional Steam Coal,WY,1961,133.6
1891,Conventional Steam Coal,WY,1963,192.0
1892,Conventional Steam Coal,WY,1964,259.0
1893,Conventional Steam Coal,WY,1968,271.0
1894,Conventional Steam Coal,WY,1971,384.0
1895,Conventional Steam Coal,WY,1972,410.0
1896,Conventional Steam Coal,WY,1974,608.3
1897,Conventional Steam Coal,WY,1975,637.0
1898,Conventional Steam Coal,WY,1976,608.3
1899,Conventional Steam Coal,WY,1977,15.0
1900,Conventional Steam Coal,WY,1978,402.3
1901,Conventional Steam Coal,WY,1979,608.3
1902,Conventional Steam Coal,WY,1981,1140.0
1903,Conventional Steam Coal,WY,1982,570.0
1904,Conventional Steam Coal,WY,1995,90.0
1905,Conventional Steam Coal,WY,2003,90.0
1906,Conventional Steam Coal,WY,2008,95.0
1907,Conventional Steam Coal,WY,2010,116.0
1908,Conventional Steam Coal,WY,2011,483.7
1909,Flywheels,AK,2015,2.0
1910,Flywheels,NY,2011,20.0
1911,Flywheels,PA,2013,20.0
1912,Flywheels,TX,2012,5.0
1913,Geothermal,CA,1971,110.0
1914,Geothermal,CA,1972,110.0
1915,Geothermal,CA,1975,110.0
1916,Geothermal,CA,1979,110.0
1917,Geothermal,CA,1980,251.0
1918,Geothermal,CA,1982,128.0
1919,Geothermal,CA,1983,306.0
1920,Geothermal,CA,1984,186.4
1921,Geothermal,CA,1985,437.6
1922,Geothermal,CA,1986,57.400000000000006
1923,Geothermal,CA,1987,32.2
1924,Geothermal,CA,1988,214.0
1925,Geothermal,CA,1989,299.6
1926,Geothermal,CA,1990,50.0
1927,Geothermal,CA,1993,48.0
1928,Geothermal,CA,1996,47.5
1929,Geothermal,CA,2000,69.8
1930,Geothermal,CA,2003,24.0
1931,Geothermal,CA,2006,26.5
1932,Geothermal,CA,2007,20.0
1933,Geothermal,CA,2008,16.0
1934,Geothermal,CA,2009,64.0
1935,Geothermal,CA,2012,55.0
1936,Geothermal,CA,2018,19.0
1937,Geothermal,HI,1992,35.0
1938,Geothermal,HI,2012,16.0
1939,Geothermal,ID,2008,18.0
1940,Geothermal,NM,2013,4.0
1941,Geothermal,NM,2018,15.2
1942,Geothermal,NV,1985,17.0
1943,Geothermal,NV,1987,3.5999999999999996
1944,Geothermal,NV,1988,16.3
1945,Geothermal,NV,1990,22.5
1946,Geothermal,NV,1992,36.4
1947,Geothermal,NV,1998,64.7
1948,Geothermal,NV,2002,6.5
1949,Geothermal,NV,2005,30.0
1950,Geothermal,NV,2006,26.0
1951,Geothermal,NV,2007,19.0
1952,Geothermal,NV,2008,30.0
1953,Geothermal,NV,2009,134.7
1954,Geothermal,NV,2010,23.5
1955,Geothermal,NV,2011,3.6
1956,Geothermal,NV,2012,102.0
1957,Geothermal,NV,2013,48.0
1958,Geothermal,NV,2014,22.5
1959,Geothermal,NV,2015,73.0
1960,Geothermal,NV,2017,37.0
1961,Geothermal,NV,2018,89.0
1962,Geothermal,OR,2012,33.0
1963,Geothermal,OR,2015,3.7
1964,Geothermal,UT,1984,30.7
1965,Geothermal,UT,2007,14.1
1966,Geothermal,UT,2013,39.0
1967,Hydroelectric Pumped Storage,AR,1972,28.0
1968,Hydroelectric Pumped Storage,AZ,1971,54.3
1969,Hydroelectric Pumped Storage,AZ,1972,99.8
1970,Hydroelectric Pumped Storage,AZ,1993,40.0
1971,Hydroelectric Pumped Storage,CA,1967,330.6
1972,Hydroelectric Pumped Storage,CA,1968,396.49999999999994
1973,Hydroelectric Pumped Storage,CA,1969,97.7
1974,Hydroelectric Pumped Storage,CA,1973,271.0
1975,Hydroelectric Pumped Storage,CA,1974,271.0
1976,Hydroelectric Pumped Storage,CA,1976,271.0
1977,Hydroelectric Pumped Storage,CA,1977,542.0
1978,Hydroelectric Pumped Storage,CA,1978,271.0
1979,Hydroelectric Pumped Storage,CA,1984,1053.0
1980,Hydroelectric Pumped Storage,CA,1987,199.8
1981,Hydroelectric Pumped Storage,CA,2012,42.0
1982,Hydroelectric Pumped Storage,CO,1954,8.5
1983,Hydroelectric Pumped Storage,CO,1967,300.0
1984,Hydroelectric Pumped Storage,CO,1981,100.0
1985,Hydroelectric Pumped Storage,CO,1984,100.0
1986,Hydroelectric Pumped Storage,CT,1928,27.5
1987,Hydroelectric Pumped Storage,CT,1929,3.5
1988,Hydroelectric Pumped Storage,GA,1977,250.0
1989,Hydroelectric Pumped Storage,GA,1979,52.2
1990,Hydroelectric Pumped Storage,GA,1980,156.60000000000002
1991,Hydroelectric Pumped Storage,GA,1995,847.8000000000001
1992,Hydroelectric Pumped Storage,GA,2002,328.0
1993,Hydroelectric Pumped Storage,MA,1972,292.0
1994,Hydroelectric Pumped Storage,MA,1973,876.0
1995,Hydroelectric Pumped Storage,MA,1974,600.0
1996,Hydroelectric Pumped Storage,MI,1973,1978.8
1997,Hydroelectric Pumped Storage,MO,1963,408.0
1998,Hydroelectric Pumped Storage,MO,1979,26.9
1999,Hydroelectric Pumped Storage,MO,1981,26.9
2000,Hydroelectric Pumped Storage,MO,1982,107.6
2001,Hydroelectric Pumped Storage,MO,1984,31.0
2002,Hydroelectric Pumped Storage,NC,1956,95.0
2003,Hydroelectric Pumped Storage,NJ,1965,453.0
2004,Hydroelectric Pumped Storage,NY,1961,60.0
2005,Hydroelectric Pumped Storage,NY,1962,180.0
2006,Hydroelectric Pumped Storage,NY,1973,1000.0
2007,Hydroelectric Pumped Storage,OK,1968,129.60000000000002
2008,Hydroelectric Pumped Storage,OK,1971,129.60000000000002
2009,Hydroelectric Pumped Storage,PA,1967,804.0
2010,Hydroelectric Pumped Storage,PA,1968,268.0
2011,Hydroelectric Pumped Storage,PA,1970,469.0
2012,Hydroelectric Pumped Storage,SC,1973,387.0
2013,Hydroelectric Pumped Storage,SC,1975,387.0
2014,Hydroelectric Pumped Storage,SC,1978,587.1999999999999
2015,Hydroelectric Pumped Storage,SC,1991,1296.0
2016,Hydroelectric Pumped Storage,TN,1978,428.4
2017,Hydroelectric Pumped Storage,TN,1979,1285.1999999999998
2018,Hydroelectric Pumped Storage,VA,1965,66.0
2019,Hydroelectric Pumped Storage,VA,1966,66.0
2020,Hydroelectric Pumped Storage,VA,1980,115.3
2021,Hydroelectric Pumped Storage,VA,1985,2862.0
2022,Hydroelectric Pumped Storage,WA,1973,100.0
2023,Hydroelectric Pumped Storage,WA,1983,160.5
2024,Hydroelectric Pumped Storage,WA,1984,53.5
2025,Landfill Gas,AK,2012,9.2
2026,Landfill Gas,AK,2013,2.3
2027,Landfill Gas,AL,2010,0.8
2028,Landfill Gas,AL,2011,0.8
2029,Landfill Gas,AL,2013,4.800000000000001
2030,Landfill Gas,AR,2006,4.8
2031,Landfill Gas,AR,2010,4.0
2032,Landfill Gas,AZ,2010,2.8
2033,Landfill Gas,AZ,2012,3.2
2034,Landfill Gas,CA,1953,23.0
2035,Landfill Gas,CA,1969,3.0
2036,Landfill Gas,CA,1985,7.4
2037,Landfill Gas,CA,1986,51.8
2038,Landfill Gas,CA,1987,1.0
2039,Landfill Gas,CA,1989,3.0
2040,Landfill Gas,CA,1990,1.7999999999999998
2041,Landfill Gas,CA,1991,1.8
2042,Landfill Gas,CA,1993,10.600000000000001
2043,Landfill Gas,CA,1996,3.2
2044,Landfill Gas,CA,1997,8.0
2045,Landfill Gas,CA,1998,5.2
2046,Landfill Gas,CA,1999,23.5
2047,Landfill Gas,CA,2000,3.0
2048,Landfill Gas,CA,2002,3.5999999999999996
2049,Landfill Gas,CA,2004,6.999999999999999
2050,Landfill Gas,CA,2006,5.699999999999999
2051,Landfill Gas,CA,2007,3.7
2052,Landfill Gas,CA,2008,12.5
2053,Landfill Gas,CA,2009,7.299999999999999
2054,Landfill Gas,CA,2010,20.9
2055,Landfill Gas,CA,2011,2.4
2056,Landfill Gas,CA,2012,39.100000000000016
2057,Landfill Gas,CA,2013,13.200000000000001
2058,Landfill Gas,CA,2014,36.2
2059,Landfill Gas,CA,2016,33.2
2060,Landfill Gas,CA,2017,8.9
2061,Landfill Gas,CO,2008,3.2
2062,Landfill Gas,CO,2011,3.2
2063,Landfill Gas,CT,1998,2.7
2064,Landfill Gas,CT,2008,2.4000000000000004
2065,Landfill Gas,DE,2006,7.0
2066,Landfill Gas,DE,2010,1.0
2067,Landfill Gas,DE,2013,2.2
2068,Landfill Gas,DE,2014,2.0
2069,Landfill Gas,FL,1989,9.0
2070,Landfill Gas,FL,2000,2.2
2071,Landfill Gas,FL,2006,4.8
2072,Landfill Gas,FL,2007,6.4
2073,Landfill Gas,FL,2008,19.2
2074,Landfill Gas,FL,2009,3.2
2075,Landfill Gas,FL,2010,5.6
2076,Landfill Gas,FL,2011,7.0
2077,Landfill Gas,FL,2013,1.6
2078,Landfill Gas,FL,2015,4.800000000000001
2079,Landfill Gas,FL,2017,9.6
2080,Landfill Gas,GA,1977,1.6
2081,Landfill Gas,GA,1993,1.6
2082,Landfill Gas,GA,2003,4.0
2083,Landfill Gas,GA,2009,6.3999999999999995
2084,Landfill Gas,GA,2011,6.800000000000001
2085,Landfill Gas,GA,2012,6.6000000000000005
2086,Landfill Gas,GA,2013,4.800000000000001
2087,Landfill Gas,GA,2014,1.6
2088,Landfill Gas,GA,2016,24.199999999999996
2089,Landfill Gas,IA,1998,6.3999999999999995
2090,Landfill Gas,IA,2006,4.8
2091,Landfill Gas,IA,2014,4.800000000000001
2092,Landfill Gas,ID,2007,3.2
2093,Landfill Gas,ID,2012,3.2
2094,Landfill Gas,ID,2014,1.6
2095,Landfill Gas,IL,1988,3.0
2096,Landfill Gas,IL,1989,4.6
2097,Landfill Gas,IL,1992,1.6
2098,Landfill Gas,IL,1993,6.0
2099,Landfill Gas,IL,1996,6.6
2100,Landfill Gas,IL,1998,3.0
2101,Landfill Gas,IL,1999,10.8
2102,Landfill Gas,IL,2000,5.0
2103,Landfill Gas,IL,2002,5.6
2104,Landfill Gas,IL,2006,5.4
2105,Landfill Gas,IL,2007,1.4
2106,Landfill Gas,IL,2008,4.3
2107,Landfill Gas,IL,2010,3.2
2108,Landfill Gas,IL,2011,9.6
2109,Landfill Gas,IL,2012,12.8
2110,Landfill Gas,IL,2016,16.2
2111,Landfill Gas,IN,1994,6.3999999999999995
2112,Landfill Gas,IN,2002,3.2
2113,Landfill Gas,IN,2003,3.2
2114,Landfill Gas,IN,2005,6.3999999999999995
2115,Landfill Gas,IN,2007,6.3999999999999995
2116,Landfill Gas,IN,2009,6.4
2117,Landfill Gas,IN,2010,7.999999999999999
2118,Landfill Gas,IN,2012,4.300000000000001
2119,Landfill Gas,IN,2014,6.0
2120,Landfill Gas,IN,2017,6.4
2121,Landfill Gas,KS,2010,7.199999999999999
2122,Landfill Gas,KS,2013,2.0
2123,Landfill Gas,KY,2003,8.799999999999999
2124,Landfill Gas,KY,2006,3.2
2125,Landfill Gas,KY,2007,3.2
2126,Landfill Gas,KY,2013,1.6
2127,Landfill Gas,KY,2015,1.0
2128,Landfill Gas,KY,2016,2.6
2129,Landfill Gas,MA,1997,1.8
2130,Landfill Gas,MA,2000,5.3
2131,Landfill Gas,MA,2001,3.2
2132,Landfill Gas,MA,2004,5.699999999999999
2133,Landfill Gas,MA,2005,3.3
2134,Landfill Gas,MA,2007,3.2
2135,Landfill Gas,MA,2009,1.6
2136,Landfill Gas,MA,2010,2.1
2137,Landfill Gas,MA,2011,3.4000000000000004
2138,Landfill Gas,MD,1987,2.7
2139,Landfill Gas,MD,2003,4.0
2140,Landfill Gas,MD,2006,3.0
2141,Landfill Gas,MD,2007,5.399999999999999
2142,Landfill Gas,MD,2009,2.4000000000000004
2143,Landfill Gas,MD,2012,4.2
2144,Landfill Gas,ME,2008,3.3000000000000003
2145,Landfill Gas,ME,2009,3.2
2146,Landfill Gas,MI,1988,6.6
2147,Landfill Gas,MI,1991,1.6
2148,Landfill Gas,MI,1992,9.6
2149,Landfill Gas,MI,1993,1.6
2150,Landfill Gas,MI,1994,10.4
2151,Landfill Gas,MI,1995,6.2
2152,Landfill Gas,MI,1996,25.8
2153,Landfill Gas,MI,1997,1.6
2154,Landfill Gas,MI,1998,9.6
2155,Landfill Gas,MI,2000,0.8
2156,Landfill Gas,MI,2001,0.8
2157,Landfill Gas,MI,2003,2.4000000000000004
2158,Landfill Gas,MI,2005,5.3
2159,Landfill Gas,MI,2006,2.4000000000000004
2160,Landfill Gas,MI,2007,4.3
2161,Landfill Gas,MI,2008,4.800000000000001
2162,Landfill Gas,MI,2009,11.2
2163,Landfill Gas,MI,2010,6.0
2164,Landfill Gas,MI,2011,6.4
2165,Landfill Gas,MI,2012,22.400000000000002
2166,Landfill Gas,MI,2013,3.2
2167,Landfill Gas,MI,2014,3.2
2168,Landfill Gas,MN,1994,3.2
2169,Landfill Gas,MN,1996,16.6
2170,Landfill Gas,MN,2002,2.4000000000000004
2171,Landfill Gas,MN,2006,0.8
2172,Landfill Gas,MN,2008,2.4000000000000004
2173,Landfill Gas,MN,2010,0.8
2174,Landfill Gas,MN,2011,1.6
2175,Landfill Gas,MN,2012,1.6
2176,Landfill Gas,MO,2006,3.2
2177,Landfill Gas,MO,2008,2.0
2178,Landfill Gas,MO,2009,3.0
2179,Landfill Gas,MO,2011,1.6
2180,Landfill Gas,MO,2013,1.0
2181,Landfill Gas,MO,2014,4.0
2182,Landfill Gas,MS,2012,1.6
2183,Landfill Gas,NC,1999,7.3
2184,Landfill Gas,NC,2002,0.9
2185,Landfill Gas,NC,2007,3.599999999999999
2186,Landfill Gas,NC,2008,3.2
2187,Landfill Gas,NC,2010,7.1
2188,Landfill Gas,NC,2011,16.4
2189,Landfill Gas,NC,2012,15.6
2190,Landfill Gas,NC,2013,15.500000000000012
2191,Landfill Gas,NC,2014,14.7
2192,Landfill Gas,NC,2015,4.3999999999999995
2193,Landfill Gas,NC,2017,4.5
2194,Landfill Gas,NE,2002,3.2
2195,Landfill Gas,NE,2006,2.4000000000000004
2196,Landfill Gas,NE,2009,0.8
2197,Landfill Gas,NE,2014,4.800000000000001
2198,Landfill Gas,NH,1992,2.4000000000000004
2199,Landfill Gas,NH,1993,0.8
2200,Landfill Gas,NH,1996,0.8
2201,Landfill Gas,NH,1997,6.0
2202,Landfill Gas,NH,2006,7.9
2203,Landfill Gas,NH,2016,1.6
2204,Landfill Gas,NJ,1961,10.5
2205,Landfill Gas,NJ,1997,4.8
2206,Landfill Gas,NJ,1998,9.8
2207,Landfill Gas,NJ,2001,12.0
2208,Landfill Gas,NJ,2004,1.8
2209,Landfill Gas,NJ,2005,5.4
2210,Landfill Gas,NJ,2006,9.6
2211,Landfill Gas,NJ,2007,7.5
2212,Landfill Gas,NJ,2008,6.700000000000001
2213,Landfill Gas,NJ,2011,12.8
2214,Landfill Gas,NJ,2013,3.2
2215,Landfill Gas,NM,2008,3.2
2216,Landfill Gas,NV,2012,15.2
2217,Landfill Gas,NY,1988,1.6
2218,Landfill Gas,NY,1991,3.2
2219,Landfill Gas,NY,1996,4.0
2220,Landfill Gas,NY,1997,1.6
2221,Landfill Gas,NY,1998,8.2
2222,Landfill Gas,NY,2001,5.6
2223,Landfill Gas,NY,2003,3.2
2224,Landfill Gas,NY,2005,2.4000000000000004
2225,Landfill Gas,NY,2006,15.2
2226,Landfill Gas,NY,2007,17.60000000000001
2227,Landfill Gas,NY,2008,21.700000000000003
2228,Landfill Gas,NY,2009,4.800000000000001
2229,Landfill Gas,NY,2010,15.799999999999997
2230,Landfill Gas,NY,2011,4.800000000000001
2231,Landfill Gas,NY,2012,6.4
2232,Landfill Gas,NY,2013,6.4
2233,Landfill Gas,NY,2016,1.6
2234,Landfill Gas,OH,2001,29.399999999999988
2235,Landfill Gas,OH,2003,5.6
2236,Landfill Gas,OH,2006,1.4
2237,Landfill Gas,OH,2009,4.800000000000001
2238,Landfill Gas,OH,2010,7.1
2239,Landfill Gas,OH,2011,14.899999999999999
2240,Landfill Gas,OH,2012,19.2
2241,Landfill Gas,OH,2013,7.999999999999999
2242,Landfill Gas,OH,2014,0.8
2243,Landfill Gas,OH,2017,4.800000000000001
2244,Landfill Gas,OK,2011,1.6
2245,Landfill Gas,OK,2013,1.6
2246,Landfill Gas,OR,1992,1.6
2247,Landfill Gas,OR,1993,1.6
2248,Landfill Gas,OR,1995,2.4000000000000004
2249,Landfill Gas,OR,2007,11.2
2250,Landfill Gas,OR,2009,6.3999999999999995
2251,Landfill Gas,OR,2010,4.8
2252,Landfill Gas,OR,2011,1.6
2253,Landfill Gas,OR,2014,6.4
2254,Landfill Gas,PA,1988,23.2
2255,Landfill Gas,PA,1995,3.2
2256,Landfill Gas,PA,1996,68.39999999999999
2257,Landfill Gas,PA,1997,6.0
2258,Landfill Gas,PA,2001,9.899999999999999
2259,Landfill Gas,PA,2003,14.400000000000013
2260,Landfill Gas,PA,2006,3.2
2261,Landfill Gas,PA,2007,4.1000000000000005
2262,Landfill Gas,PA,2008,17.300000000000004
2263,Landfill Gas,PA,2009,23.800000000000004
2264,Landfill Gas,PA,2010,12.399999999999999
2265,Landfill Gas,PA,2011,9.7
2266,Landfill Gas,PA,2012,17.6
2267,Landfill Gas,PA,2013,12.799999999999999
2268,Landfill Gas,PA,2016,1.6
2269,Landfill Gas,RI,2005,6.4
2270,Landfill Gas,RI,2013,35.7
2271,Landfill Gas,SC,2001,2.0
2272,Landfill Gas,SC,2003,1.1
2273,Landfill Gas,SC,2005,5.699999999999999
2274,Landfill Gas,SC,2006,11.2
2275,Landfill Gas,SC,2008,6.4
2276,Landfill Gas,SC,2009,11.0
2277,Landfill Gas,SC,2010,4.300000000000001
2278,Landfill Gas,SC,2011,4.800000000000001
2279,Landfill Gas,SC,2015,3.2
2280,Landfill Gas,TN,1992,3.2
2281,Landfill Gas,TN,2011,2.6
2282,Landfill Gas,TN,2012,4.800000000000001
2283,Landfill Gas,TN,2013,2.0
2284,Landfill Gas,TX,1988,6.0
2285,Landfill Gas,TX,2003,16.900000000000002
2286,Landfill Gas,TX,2005,9.6
2287,Landfill Gas,TX,2007,12.799999999999999
2288,Landfill Gas,TX,2008,1.6
2289,Landfill Gas,TX,2009,6.4
2290,Landfill Gas,TX,2010,8.0
2291,Landfill Gas,TX,2011,7.4
2292,Landfill Gas,TX,2014,4.4
2293,Landfill Gas,TX,2015,1.4
2294,Landfill Gas,UT,2005,1.2999999999999998
2295,Landfill Gas,UT,2006,3.2
2296,Landfill Gas,UT,2008,1.0
2297,Landfill Gas,UT,2009,4.800000000000001
2298,Landfill Gas,VA,1992,3.2
2299,Landfill Gas,VA,1993,3.2
2300,Landfill Gas,VA,1994,3.2
2301,Landfill Gas,VA,1998,1.8
2302,Landfill Gas,VA,2001,25.20000000000004
2303,Landfill Gas,VA,2003,14.400000000000013
2304,Landfill Gas,VA,2004,14.400000000000013
2305,Landfill Gas,VA,2007,10.500000000000004
2306,Landfill Gas,VA,2008,15.600000000000016
2307,Landfill Gas,VA,2009,8.6
2308,Landfill Gas,VA,2010,15.500000000000007
2309,Landfill Gas,VA,2011,3.3
2310,Landfill Gas,VA,2012,7.5
2311,Landfill Gas,VA,2013,10.200000000000005
2312,Landfill Gas,VA,2015,1.8
2313,Landfill Gas,VA,2016,3.599999999999999
2314,Landfill Gas,VT,2005,4.800000000000001
2315,Landfill Gas,VT,2007,1.6
2316,Landfill Gas,VT,2008,1.6
2317,Landfill Gas,VT,2009,1.6
2318,Landfill Gas,WA,1999,8.4
2319,Landfill Gas,WA,2000,2.1
2320,Landfill Gas,WA,2009,5.399999999999999
2321,Landfill Gas,WA,2011,26.0
2322,Landfill Gas,WA,2013,4.5
2323,Landfill Gas,WI,1985,12.2
2324,Landfill Gas,WI,1992,1.6
2325,Landfill Gas,WI,1996,0.8
2326,Landfill Gas,WI,1997,1.6
2327,Landfill Gas,WI,2000,8.200000000000001
2328,Landfill Gas,WI,2001,5.699999999999999
2329,Landfill Gas,WI,2002,5.6
2330,Landfill Gas,WI,2003,4.3
2331,Landfill Gas,WI,2004,5.4
2332,Landfill Gas,WI,2006,9.6
2333,Landfill Gas,WI,2007,9.800000000000002
2334,Landfill Gas,WI,2008,2.4000000000000004
2335,Landfill Gas,WI,2010,4.699999999999999
2336,Landfill Gas,WI,2011,1.6
2337,Landfill Gas,WI,2012,1.9000000000000001
2338,Landfill Gas,WI,2013,13.799999999999999
2339,Landfill Gas,WI,2016,1.6
2340,Municipal Solid Waste,CA,1988,59.6
2341,Municipal Solid Waste,CT,1987,16.3
2342,Municipal Solid Waste,CT,1988,157.0
2343,Municipal Solid Waste,CT,1991,18.3
2344,Municipal Solid Waste,CT,1995,14.6
2345,Municipal Solid Waste,FL,1981,77.0
2346,Municipal Solid Waste,FL,1983,50.5
2347,Municipal Solid Waste,FL,1985,22.1
2348,Municipal Solid Waste,FL,1986,26.0
2349,Municipal Solid Waste,FL,1987,42.6
2350,Municipal Solid Waste,FL,1989,62.3
2351,Municipal Solid Waste,FL,1990,15.5
2352,Municipal Solid Waste,FL,1991,97.2
2353,Municipal Solid Waste,FL,1994,39.0
2354,Municipal Solid Waste,FL,2007,20.0
2355,Municipal Solid Waste,FL,2009,18.0
2356,Municipal Solid Waste,FL,2015,96.0
2357,Municipal Solid Waste,HI,1989,63.7
2358,Municipal Solid Waste,HI,2013,33.6
2359,Municipal Solid Waste,IN,1988,6.5
2360,Municipal Solid Waste,MA,1985,94.0
2361,Municipal Solid Waste,MA,1987,47.6
2362,Municipal Solid Waste,MA,1988,73.9
2363,Municipal Solid Waste,MA,1989,46.0
2364,Municipal Solid Waste,MA,1993,34.0
2365,Municipal Solid Waste,MD,1984,60.2
2366,Municipal Solid Waste,MD,1995,67.8
2367,Municipal Solid Waste,MD,2001,4.3
2368,Municipal Solid Waste,ME,1987,25.3
2369,Municipal Solid Waste,ME,1988,13.3
2370,Municipal Solid Waste,ME,1992,5.0
2371,Municipal Solid Waste,MI,1988,68.4
2372,Municipal Solid Waste,MI,1989,18.0
2373,Municipal Solid Waste,MN,1948,12.5
2374,Municipal Solid Waste,MN,1949,23.0
2375,Municipal Solid Waste,MN,1951,35.5
2376,Municipal Solid Waste,MN,1959,25.0
2377,Municipal Solid Waste,MN,1987,4.1
2378,Municipal Solid Waste,MN,1989,39.5
2379,Municipal Solid Waste,MN,2010,5.5
2380,Municipal Solid Waste,NH,1989,14.0
2381,Municipal Solid Waste,NJ,1988,13.5
2382,Municipal Solid Waste,NJ,1990,83.8
2383,Municipal Solid Waste,NJ,1991,35.0
2384,Municipal Solid Waste,NJ,1994,45.0
2385,Municipal Solid Waste,NY,1980,50.0
2386,Municipal Solid Waste,NY,1984,59.7
2387,Municipal Solid Waste,NY,1986,3.6
2388,Municipal Solid Waste,NY,1987,9.2
2389,Municipal Solid Waste,NY,1989,95.6
2390,Municipal Solid Waste,NY,1990,12.5
2391,Municipal Solid Waste,NY,1991,42.4
2392,Municipal Solid Waste,NY,1994,39.5
2393,Municipal Solid Waste,OK,1989,16.8
2394,Municipal Solid Waste,OR,1986,13.1
2395,Municipal Solid Waste,PA,1989,36.5
2396,Municipal Solid Waste,PA,1990,35.7
2397,Municipal Solid Waste,PA,1991,122.1
2398,Municipal Solid Waste,PA,1994,53.3
2399,Municipal Solid Waste,PA,2006,24.1
2400,Municipal Solid Waste,VA,1987,89.0
2401,Municipal Solid Waste,VA,1990,124.0
2402,Municipal Solid Waste,WA,1991,26.0
2403,Natural Gas Fired Combined Cycle,AK,1979,102.6
2404,Natural Gas Fired Combined Cycle,AK,1986,40.8
2405,Natural Gas Fired Combined Cycle,AK,2013,243.89999999999998
2406,Natural Gas Fired Combined Cycle,AK,2017,151.7
